,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2179,0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,2,19.55,6510,0
697,1,0,1,1,3,1,0,0,0,0,2,0,0,0,0,1,2,50.15,1168,1
1124,1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,49.05,4861,0
3895,1,0,1,1,56,1,2,2,1,1,1,1,1,1,2,0,0,24.15,738,0
1778,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1425,0
4480,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.4,5445,1
2634,1,0,1,0,1,1,0,1,0,0,0,2,2,0,0,1,2,84.8,6178,1
3489,0,0,1,0,26,1,2,0,2,2,2,2,2,2,1,1,1,90.1,1949,0
1037,0,0,0,0,13,0,1,0,0,0,2,0,2,2,0,0,2,49.15,5204,0
2256,0,0,0,1,15,1,0,0,2,2,2,2,0,0,1,0,1,65.6,24,0
6713,1,1,0,0,68,1,2,1,0,2,2,0,0,2,0,1,2,95.9,5209,0
6962,0,1,1,0,27,1,0,1,2,0,2,0,2,2,0,1,2,101.25,2394,1
313,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35,2954,0
2649,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1037,0
2281,0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,65.2,84,1
5037,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,3,79.65,940,1
2547,0,0,0,0,52,0,1,0,2,2,0,2,0,0,2,0,3,39.1,1589,0
2159,0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,25.05,3180,0
3137,0,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,109.1,3781,0
5850,1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,71.3,704,1
3967,0,0,1,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.3,4862,0
1428,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,4228,1
4985,0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,0,83.3,4941,0
2520,0,0,1,1,34,1,0,0,2,2,2,2,2,2,2,0,3,84.75,2452,0
6916,1,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,0,19.55,6096,0
5195,1,0,0,0,72,1,0,0,2,2,2,2,2,0,2,1,0,75.1,4460,0
448,1,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.75,5819,0
5911,1,0,1,0,7,0,1,0,2,2,0,0,0,0,0,0,3,34.2,2216,0
1284,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,349,0
3727,0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,96.6,2516,1
361,0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,98.8,3385,0
5671,0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.3,995,0
5609,1,0,1,0,29,1,2,1,0,2,0,0,0,0,0,1,0,80.15,1904,1
2460,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,19.55,6287,0
22,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1609,1
2066,1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,932,0
1653,1,0,1,0,58,1,0,2,1,1,1,1,1,1,2,0,3,20.75,346,0
702,1,0,0,0,29,1,2,1,0,0,0,0,0,2,0,1,2,84.9,2177,0
5090,1,1,1,0,7,1,2,1,2,2,0,0,0,2,0,1,1,94.7,5335,1
2743,1,0,1,0,67,1,0,1,2,2,2,2,2,2,2,1,2,111.05,5679,0
1376,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,3002,1
5721,0,0,0,0,27,1,0,0,2,2,0,0,0,0,2,0,0,52.85,900,0
2468,1,0,1,0,4,0,1,0,0,2,0,0,2,2,0,1,2,48.55,1635,1
3754,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1607,0
2325,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,2,19.95,6103,0
460,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.65,6,0
4183,1,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,33.6,2862,0
4082,1,0,1,0,49,1,2,0,2,0,2,2,2,2,1,0,2,84.35,3468,1
1486,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,38,1
3678,1,0,1,1,16,1,2,0,2,2,0,2,2,2,0,0,2,84.9,726,0
282,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,2155,0
4308,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,2,69.75,1235,0
3537,1,0,1,1,25,1,0,0,0,2,2,0,0,0,1,0,3,53.65,644,0
4934,0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,110.75,5892,0
2581,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,20.0,1587,0
1368,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,3803,0
6346,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,49.25,4138,1
4716,0,0,1,0,66,1,2,0,2,2,2,0,0,0,2,0,0,66.9,3711,0
597,1,0,0,0,4,1,2,0,0,0,0,2,0,2,0,0,3,65.55,2006,0
4351,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.35,904,0
5717,1,1,1,0,69,0,1,0,2,2,0,0,2,2,2,0,1,56.55,3377,0
6991,0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,0,0,95.65,5901,1
6631,1,0,1,0,25,1,2,0,0,0,2,0,0,0,0,0,1,55.55,741,0
5257,1,1,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,101.1,3221,1
3468,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.7,1488,0
4487,1,0,1,1,4,1,2,2,1,1,1,1,1,1,1,0,1,24.1,5664,0
2990,1,0,0,0,10,0,1,0,0,0,0,0,0,2,0,1,3,33.9,2577,1
6260,0,0,0,0,13,0,1,0,0,0,2,2,0,0,2,0,3,35.4,3827,0
2544,0,0,1,0,12,1,2,0,2,0,2,0,2,2,1,0,2,78.85,6278,0
5223,1,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.45,968,0
5148,1,0,1,0,65,1,2,1,2,2,2,0,2,0,2,1,2,99.35,5125,0
4066,1,0,0,0,56,1,2,0,2,2,0,2,0,0,1,1,0,64.65,3163,0
3988,1,0,0,0,51,1,2,0,2,2,2,2,2,0,1,1,1,81.15,3519,0
6803,1,0,1,1,43,1,2,1,2,0,2,2,0,0,1,1,1,91.25,3427,0
685,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,49.9,4147,0
4478,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,1,2,54.2,730,0
3243,0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,5572,0
5444,1,0,1,0,45,1,2,1,0,2,2,0,2,2,0,1,0,107.75,4124,0
4083,0,1,1,0,68,1,2,1,0,2,0,0,2,2,0,1,2,100.2,5411,1
2837,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,1616,1
3697,0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,89.6,2509,0
4040,1,0,1,1,59,0,1,0,2,0,2,0,0,0,1,0,3,34.8,1588,0
2230,1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,20.35,6387,0
5133,1,1,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.25,2082,1
2320,1,0,1,1,63,1,2,0,2,2,2,2,2,2,2,1,1,89.4,4631,0
521,1,1,1,0,29,1,2,0,0,0,0,0,0,0,0,1,2,51.6,819,0
522,1,0,1,1,55,1,2,1,0,0,0,0,0,2,0,0,0,85.5,3991,0
5494,0,0,0,0,8,1,0,1,2,0,0,0,2,0,0,0,2,84.95,5302,1
5665,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,25.05,6218,0
5662,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,5506,1
6353,1,0,1,0,10,1,0,0,2,0,0,2,0,0,0,1,1,54.95,4691,0
780,1,0,1,1,71,1,0,0,0,2,0,2,2,2,2,1,1,73.35,4332,0
6841,1,0,0,0,5,1,0,0,2,0,0,2,0,0,0,1,3,55.75,2315,0
6418,1,0,1,0,31,1,2,0,0,0,2,2,2,2,1,1,3,79.3,2133,0
651,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,74.6,5722,1
5242,1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,88.7,1288,1
2196,0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.2,3271,0
369,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6,6074,0
4606,0,0,1,1,11,1,2,2,1,1,1,1,1,1,2,0,3,25.0,2596,0
4214,1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,90.05,3171,1
377,0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2222,1
4935,1,1,1,0,45,1,2,2,1,1,1,1,1,1,1,0,1,24.7,325,0
2216,0,1,0,0,64,1,2,1,2,0,2,2,2,2,0,1,0,108.95,5581,0
6826,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,1,20.7,6133,0
1613,1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,19.7,5347,0
6315,0,0,1,1,48,1,0,0,2,2,2,0,0,2,2,1,1,70.1,2815,0
3632,0,0,1,0,24,1,2,1,0,0,2,0,0,0,0,1,3,79.65,1525,0
962,1,1,1,0,8,1,0,0,2,0,0,0,2,0,0,0,0,60.9,4577,0
6334,0,0,0,1,67,1,2,1,0,2,0,2,2,2,2,1,2,104.0,5538,0
6603,1,0,1,0,14,1,2,0,0,0,0,2,2,0,0,1,1,66.6,6499,0
5359,0,1,0,0,10,0,1,0,0,0,0,2,0,0,0,1,2,29.65,2514,1
359,1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,97.1,3433,0
3839,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,20.05,2455,0
4700,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.85,97,0
1246,0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4001,0
4899,0,0,0,1,4,1,2,1,0,2,2,0,0,0,0,0,0,84.05,2889,1
3694,0,0,1,1,67,1,2,1,2,0,2,2,2,2,2,1,1,108.75,5603,1
5944,1,0,0,0,12,1,0,0,2,0,0,2,0,0,0,0,3,56.65,5231,1
2567,1,0,1,0,60,1,2,1,0,2,2,0,2,0,0,1,2,95.75,4741,1
3423,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,50.6,4231,1
2037,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,5513,0
772,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1492,1
6470,1,0,1,1,8,1,0,0,0,0,0,0,0,0,1,1,3,43.45,2985,0
3562,1,1,0,0,5,1,2,1,0,2,0,0,0,2,0,1,2,89.8,4251,1
6660,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.15,5441,1
6433,0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.5,357,0
4649,1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,108.95,5945,0
1674,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,25.1,4990,0
365,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,4173,1
4919,1,0,1,0,70,0,1,0,2,0,2,2,0,0,2,1,1,39.15,2342,0
4546,0,0,1,1,12,1,2,1,0,2,2,0,0,0,0,1,2,84.5,6359,1
4327,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,3,69.9,4204,0
147,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,3821,1
6183,1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,54.3,1952,0
3088,1,0,1,1,46,1,0,0,2,0,2,2,2,2,2,0,3,81.0,3290,0
5551,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,19.6,3082,0
407,1,1,1,1,32,1,0,1,0,2,0,0,2,2,0,1,3,93.95,2469,0
6499,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,1612,0
3456,0,0,0,0,67,1,2,0,2,0,2,2,2,2,2,1,3,85.25,4716,0
4182,0,1,0,0,29,1,2,1,0,0,0,2,2,2,0,0,2,98.65,2471,1
3576,0,0,1,1,72,1,2,2,1,1,1,1,1,1,1,1,0,23.3,1094,0
3271,1,1,1,0,12,1,2,1,0,2,0,0,2,2,0,1,2,101.35,401,1
1031,1,0,1,1,27,1,2,0,0,0,0,2,2,2,0,0,0,71.6,1559,0
4600,1,0,1,1,56,1,2,1,2,2,2,2,2,2,2,0,3,115.85,5245,0
855,0,0,0,1,62,1,2,1,0,0,2,0,2,2,1,1,2,100.15,5167,1
3926,1,0,0,0,11,0,1,0,0,2,2,0,0,0,0,0,3,34.7,3278,0
78,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,1742,0
2247,0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,1,19.65,6134,0
5204,1,1,1,0,38,0,1,0,0,0,0,0,0,0,0,1,2,24.85,6457,0
6653,0,0,0,0,28,0,1,0,0,0,2,0,0,0,0,1,3,29.75,5978,0
6473,0,0,0,0,1,1,0,1,0,0,2,0,2,2,0,0,2,94.4,6420,1
4829,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.0,4392,0
788,0,0,1,1,24,1,2,0,2,2,0,0,2,2,1,0,2,78.4,1385,0
2279,1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,1,1,25.1,1324,0
4095,1,0,0,0,3,1,0,1,2,0,0,2,0,0,0,1,3,82.3,1759,0
3897,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,115.5,6186,0
4575,1,0,0,0,4,1,2,2,1,1,1,1,1,1,0,0,3,25.25,23,0
5846,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,76.1,2227,0
3631,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,49.55,4141,1
6176,1,0,0,0,43,1,2,1,0,2,0,0,0,0,0,1,2,77.85,2921,1
424,0,0,0,0,10,0,1,0,2,2,2,0,0,0,0,0,0,40.7,3805,0
392,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.3,6299,0
6925,1,0,1,0,15,1,0,2,1,1,1,1,1,1,1,0,3,18.8,2545,0
6643,0,1,1,0,3,1,0,1,0,2,0,0,0,0,0,1,0,74.6,2025,0
4200,0,0,0,0,65,0,1,0,2,0,2,2,2,2,2,0,1,59.95,3357,0
2672,1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,0,20.1,4654,0
6438,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,5719,1
4747,1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,0,20.6,5791,0
3493,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,46.6,6268,0
1459,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,4873,0
5074,0,0,0,1,49,1,0,2,1,1,1,1,1,1,1,0,1,19.45,6373,0
6999,1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,3,35.45,118,1
3835,0,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,19.9,4455,0
5445,1,0,1,1,62,1,2,1,0,0,2,0,2,0,2,1,1,89.1,4502,0
6858,0,0,1,1,25,1,2,1,0,0,2,0,0,2,0,1,2,89.1,2002,1
5459,0,0,1,1,10,1,0,1,0,0,0,0,2,2,0,1,2,88.85,6389,0
2355,1,0,1,1,67,1,0,0,2,2,0,0,0,0,2,1,0,54.2,3284,0
2442,1,1,0,0,7,1,2,1,0,0,0,0,2,0,0,1,2,84.8,4536,1
5472,1,0,1,1,24,1,2,0,2,0,0,2,2,2,0,0,0,81.0,1522,0
464,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6181,0
163,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9,3383,0
6091,1,1,1,0,2,1,2,1,0,0,0,0,2,0,0,1,3,86.85,1006,1
6302,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.55,3523,1
6747,0,0,1,0,52,0,1,0,2,0,2,0,0,0,1,0,3,35.45,1561,0
6982,0,0,1,1,72,1,0,0,2,2,2,2,0,2,2,1,2,74.35,4390,0
2009,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,4736,0
3084,1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,3,20.15,1104,0
900,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.5,2346,0
5507,0,0,0,0,28,1,0,0,2,2,0,2,0,0,1,1,2,59.9,1139,0
2293,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,0,0,85.95,5019,0
4481,1,0,1,0,42,0,1,0,2,0,0,0,2,0,0,1,0,40.15,1098,0
3716,0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102.0,276,1
5840,0,0,1,1,61,1,0,0,2,0,0,0,0,0,1,1,0,49.7,2557,0
1764,1,0,1,1,63,1,2,0,2,0,2,2,0,2,2,0,3,75.7,3958,0
1549,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3825,1
3029,1,0,1,1,23,1,2,0,0,0,0,0,0,0,1,1,1,48.35,129,1
5309,0,0,1,0,61,1,0,2,1,1,1,1,1,1,2,0,1,20.25,511,0
2044,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,513,0
767,1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,0,20.4,2389,0
1508,0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,1753,0
6843,0,0,1,0,9,1,2,1,2,2,2,0,0,0,0,0,0,91.75,6255,1
4517,0,1,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.55,256,1
4219,0,0,0,0,48,1,0,1,0,2,0,0,0,0,1,0,2,75.15,3239,0
5849,1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,1,0,19.95,430,0
4597,0,0,0,0,6,1,0,1,0,0,2,2,2,2,0,1,3,99.95,4542,1
3292,0,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,1,50.95,1929,0
819,1,0,1,0,70,1,2,1,2,2,0,2,0,0,2,1,1,88.0,4903,0
1403,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,4534,0
1382,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,310,0
2148,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,513,0
1638,0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,84.4,4746,0
6771,1,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,2,20.65,5530,0
399,0,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,20.05,3545,0
882,0,0,0,0,6,1,0,1,0,0,2,0,0,2,0,0,2,83.9,4205,1
3565,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,50.75,4234,1
6288,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,79.45,834,0
1179,1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3378,0
4244,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.75,6230,0
4793,1,0,1,0,49,1,0,1,0,0,2,2,2,2,1,1,1,99.25,4175,0
2130,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,4083,1
456,1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,92.9,2403,0
1950,1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,4872,1
689,1,0,0,0,51,1,2,1,0,0,0,0,0,2,0,0,0,83.4,3543,0
5561,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.65,1619,0
1953,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,5770,1
2710,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.4,4072,0
5216,0,0,1,0,48,0,1,0,0,2,2,0,0,0,1,0,3,34.7,1063,1
4349,1,1,1,0,1,1,2,1,2,0,0,0,0,0,0,1,2,80.3,6018,1
6109,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,54.15,22,0
1884,1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,876,0
6339,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,3,49.9,4147,1
6218,0,0,1,1,70,0,1,0,0,2,2,2,2,2,1,1,0,58.4,3506,0
2494,1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,0,1,75.35,2284,1
3036,1,0,0,0,67,0,1,0,2,0,2,2,2,0,1,1,0,49.35,2886,0
3603,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,45.85,6055,1
845,0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,20.55,2549,0
542,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485,0
3724,1,0,1,1,62,1,2,2,1,1,1,1,1,1,1,0,0,24.8,875,0
4187,0,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,0,20.25,5611,0
3679,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,1608,1
5620,1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,104.8,5758,0
6749,1,0,1,0,70,1,2,0,2,2,2,2,2,0,1,0,0,79.4,4590,0
4823,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,2,53.95,4434,1
2964,1,0,1,0,24,1,2,0,2,0,0,2,0,0,1,1,2,58.35,633,0
2529,1,1,0,0,45,1,0,0,2,0,2,0,0,2,1,0,1,62.7,2420,1
1048,1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,1,3,19.8,4720,0
1960,0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,88.6,2492,0
2530,0,0,0,0,7,1,0,1,0,0,2,2,2,2,0,1,2,100.4,5602,0
5174,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,3,80.3,4400,1
237,1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15,561,0
1133,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,4049,0
5824,1,0,1,1,66,1,2,0,0,2,2,0,2,2,2,0,0,79.85,4388,0
4259,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,4845,1
5193,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,26.45,1516,0
5281,0,0,1,1,72,1,2,0,2,2,0,2,0,0,2,0,1,66.75,4033,0
6727,0,1,1,0,13,0,1,0,0,0,0,0,2,2,0,0,2,45.3,4417,0
2978,1,0,0,0,24,1,0,1,0,2,2,2,0,0,0,1,2,85.95,1737,0
5572,1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,1,1,74.8,4446,0
5406,1,0,1,1,71,1,2,1,2,0,0,0,2,2,2,1,2,97.2,5459,0
4743,1,0,1,0,56,1,2,0,0,2,2,0,0,0,2,0,1,59.5,2937,0
3919,0,0,0,0,6,1,2,1,0,0,0,0,2,2,0,1,0,93.55,4471,1
3138,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,3816,1
6279,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,1,2,44.95,6381,0
4073,1,0,1,1,14,1,0,0,2,2,0,0,2,0,0,1,2,65.45,6413,1
6047,1,0,1,0,13,1,2,0,2,0,0,0,0,2,0,1,2,65.85,6332,0
3229,0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,88,1
1826,1,0,1,0,65,1,2,1,0,2,0,0,0,2,0,1,2,90.65,4868,0
593,1,0,0,0,30,1,0,1,2,2,2,0,0,0,0,1,1,84.3,2085,0
2725,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.5,3908,0
4137,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,1,20.1,1956,0
560,1,0,1,0,56,1,2,1,0,2,0,2,2,2,1,1,2,107.25,4936,0
5513,0,1,0,0,67,1,0,1,2,2,0,2,2,0,2,1,0,92.45,5011,0
4942,1,0,1,1,4,1,2,0,0,0,0,0,0,0,0,1,2,50.9,1885,1
243,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,4999,0
4437,1,0,1,0,60,1,2,1,0,0,2,0,2,2,2,0,1,101.15,4958,0
4868,0,0,1,0,37,1,2,1,0,0,2,0,2,2,0,1,2,99.5,3229,1
405,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,1,19.8,862,0
1442,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,4395,0
261,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,660,1
4709,0,1,0,0,56,1,2,1,2,2,0,0,0,2,0,1,2,96.85,4371,0
7017,0,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,0,20.65,40,0
1689,1,0,1,1,7,0,1,0,2,2,2,0,2,2,0,0,3,58.85,3936,0
1725,0,1,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1065,0
2496,1,0,0,0,18,1,0,2,1,1,1,1,1,1,2,0,1,20.05,3319,0
6709,1,0,1,0,50,1,2,1,0,0,0,2,2,2,1,0,2,99.4,4279,0
340,0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1384,0
4901,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,5723,1
1601,1,0,1,0,46,1,2,1,0,2,2,0,2,0,1,1,2,94.65,3672,0
4576,1,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,19.75,2720,0
3725,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.8,5517,1
6974,0,0,1,0,51,1,2,1,0,0,2,0,2,2,1,1,2,98.85,4192,0
2785,0,0,0,0,25,1,2,1,0,2,2,2,2,2,2,0,2,108.9,2436,0
1523,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,2906,0
5238,0,0,1,0,33,1,0,0,0,2,0,2,0,0,1,1,1,53.75,1422,0
6246,1,0,0,0,54,1,0,0,2,2,0,0,2,0,2,1,0,65.3,3048,0
6521,0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,0,3,25.1,3641,0
1766,0,0,1,1,27,1,0,2,1,1,1,1,1,1,1,1,3,20.55,4804,0
6947,1,0,1,1,68,1,2,1,0,2,0,0,2,2,1,1,1,101.05,5358,0
4037,0,0,1,1,59,1,2,2,1,1,1,1,1,1,2,0,3,25.45,963,0
5562,0,1,1,0,56,1,2,1,0,0,0,2,0,0,0,1,0,76.85,3640,0
5703,1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1356,0
6581,0,1,0,0,54,1,2,0,0,2,0,2,2,0,1,0,3,72.1,3323,0
363,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,1,3,20.55,6432,0
